date	open	high	close	low	volume
2015-01-02	120.06999969482422	120.55999755859375	103.6081771850586	117.88999938964844	46133100.0
2015-01-05	118.2300033569336	118.70999908447266	102.2230224609375	116.79000091552734	51141900.0
2015-01-06	117.62000274658203	117.7699966430664	100.45452117919922	114.36000061035156	67446000.0
2015-01-07	116.05999755859375	116.76000213623047	101.69161224365234	115.4800033569336	32252100.0
2015-01-08	117.66000366210938	118.8499984741211	103.41651153564453	117.44999694824219	28361700.0
2015-01-09	118.80999755859375	118.83999633789062	102.42340850830078	117.30999755859375	26975200.0
2015-01-12	117.69999694824219	118.01000213623047	102.08362579345703	116.2300033569336	27316800.0
2015-01-13	118.08999633789062	119.38999938964844	102.16201782226562	115.81999969482422	49991400.0
2015-01-14	115.9800033569336	117.0999984741211	101.75261688232422	115.55000305175781	34224200.0
2015-01-15	117.2300033569336	117.37999725341797	100.03638458251953	114.4800033569336	46199400.0
2015-01-16	114.41000366210938	116.94000244140625	101.66546630859375	114.19999694824219	41895700.0
2015-01-20	116.8499984741211	117.08000183105469	101.23858642578125	115.16000366210938	36444400.0
2015-01-21	115.80000305175781	116.81999969482422	100.91625213623047	115.29000091552734	27333500.0
2015-01-22	116.55999755859375	118.23999786376953	102.97223663330078	115.0999984741211	37877000.0
2015-01-23	118.23999786376953	118.7699966430664	102.90253448486328	117.55000305175781	28173400.0
2015-01-26	117.87999725341797	119.2699966430664	103.89564514160156	117.06999969482422	23006800.0
2015-01-27	117.86000061035156	119.25	103.39908599853516	117.62000274658203	26919100.0
2015-01-28	119.18000030517578	119.44999694824219	101.65676879882812	116.31999969482422	38086100.0
2015-01-29	117.0199966430664	118.31999969482422	103.05936431884766	116.08999633789062	39299900.0
2015-01-30	117.4800033569336	117.95999908447266	100.79429626464844	115.5999984741211	49739800.0
2015-02-02	116.12000274658203	116.83999633789062	101.71775817871094	114.37999725341797	44819100.0
2015-02-03	117.33000183105469	119.0	103.53849029541016	117.2699966430664	43920000.0
2015-02-04	118.41999816894531	119.23999786376953	103.15516662597656	118.0999984741211	28597100.0
2015-02-05	118.7699966430664	120.25	104.48806762695312	118.5999984741211	32337100.0
2015-02-06	120.0999984741211	120.81999969482422	104.37478637695312	119.3499984741211	31694900.0
2015-02-09	119.4000015258789	120.22000122070312	103.54718017578125	118.72000122070312	32367900.0
2015-02-10	119.52999877929688	119.83999633789062	104.20928192138672	118.0999984741211	28960800.0
2015-02-11	119.37000274658203	119.81999969482422	104.06118774414062	118.62000274658203	23794200.0
2015-02-12	120.16000366210938	120.91999816894531	105.24600219726562	119.83999633789062	27854600.0
2015-02-13	120.91000366210938	121.69000244140625	105.87322998046875	120.6500015258789	20446900.0
